filename,season,designer,colors,silhouette,garments,fabrics,patterns,aesthetic
Valentino-Fall-Winter-2025-Fashion53.jpg,fw_2025,Valentino,"yellow, pink, black, white",sleek and elongated with deep V-neckline and fitted waist,"sleeveless top, wide-leg trousers, headwrap, sunglasses, gloves","sequined fabric, satin, knit",sequined embellishment on top,contemporary luxury with retro-modern influences
Valentino-Fall-Winter-2025-Fashion47.jpg,fw_2025,Valentino,"cream, ivory, black, pale blue",long flowing column with structured top,"long-sleeve blouse, maxi skirt, wide-brim hat, platform sandals","silk charmeuse, lace, chiffon, felt",lace appliqué detailing,"romantic modernist, haute couture, contemporary elegant"
Valentino-Fall-Winter-2025-Fashion79.jpg,fw_2025,Valentino,"black, white, red","structured, tailored, A-line","blazer, peter pan collar, dress, beanie, sunglasses, chain handbag, patterned tights","wool, cotton, fur trim, chain metal",floral on tights,"high fashion, avant-garde, mod-inspired, editorial"
Valentino-Fall-Winter-2025-Fashion45.jpg,fw_2025,Valentino,"cream, beige, black, gold","straight, oversized, relaxed","long coat, wide-leg trousers, studded tie, chain necklace, fedora hat, sunglasses, crossbody bag","wool, cotton, tweed, leather",none,"luxury streetwear, maximalist, bold accessories, androgynous glamour"
Valentino-Fall-Winter-2025-Fashion50.jpg,fw_2025,Valentino,"gold, brown, purple, teal, black, white",layered and textured with structured shoulders,"sequined jacket, knit sweater, patterned skirt, headwrap, platform boots, statement necklace","sequin, knit, fur trim, mesh, satin bow, velvet",geometric and floral embellishments,maximalist avant-garde with eclectic bohemian influences
Valentino-Fall-Winter-2025-Fashion78.jpg,fw_2025,Valentino,"black, gold, white",relaxed oversized midi,"sequined cardigan, strappy bikini top, white platform sandals","sequined mesh, metallic knit",geometric sequin pattern,bold glamorous contemporary
Valentino-Fall-Winter-2025-Fashion54.jpg,fw_2025,Valentino,"black, gold, blue, red","straight, elongated, androgynous","captain's hat, embroidered coat, turtleneck, wide-leg trousers, platform shoes, gloves","velvet, wool, embroidered textile, leather",embroidered floral and decorative motifs,"high fashion, avant-garde, luxury streetwear, maximalist baroque"
Valentino-Fall-Winter-2025-Fashion69.jpg,fw_2025,Valentino,"red, cream, black, gold",oversized layered with flowing robe,"printed kimono robe, white dress shirt, patterned tie, black wide-leg trousers, structured handbag","silk, cotton, jacquard, denim",floral and ornamental print on robe,luxury maximalist with androgynous tailoring
Valentino-Fall-Winter-2025-Fashion41.jpg,fw_2025,Valentino,"cream, black, gold","structured, fitted midi dress with dramatic ruffled sleeves","midi dress, bow tie collar, ruffled sleeve details, strappy sandals, shoulder bag","wool, cotton blend, structured cotton",none,"high fashion, avant-garde, editorial, modern romantic"
Valentino-Fall-Winter-2025-Fashion55.jpg,fw_2025,Valentino,"cream, beige, gold, tan","relaxed, straight-leg","headwrap, blazer, knit sweater, trousers, fur stole, shoulder bag","fur, wool, knit, linen, leather",geometric knit pattern on sweater,"luxury minimalism, 1970s-inspired, haute couture"
Valentino-Fall-Winter-2025-Fashion82.jpg,fw_2025,Valentino,"black, cream, pink, pale yellow, white",A-line dress with voluminous ruffled hem,"color-block dress, black headwrap, black sunglasses, black gloves, black boots","cotton blend, nylon, knit",geometric argyle lines,contemporary avant-garde with bold minimalism
Valentino-Fall-Winter-2025-Fashion57.jpg,fw_2025,Valentino,"black, red","long, flowing, dramatic with high slit","long black velvet blazer, black headwrap, strappy sandals","velvet, cotton",none,"modern minimalist, high fashion, avant-garde"
Valentino-Fall-Winter-2025-Fashion81.jpg,fw_2025,Valentino,"cream, black, taupe, red","structured, cropped top with high-waisted wide-leg trousers","tweed jacket, wide-leg trousers, beanie, sunglasses, neck bow, gloves","tweed, wool, knit",houndstooth check,"haute couture, classic elegance with modern edge"
Valentino-Fall-Winter-2025-Fashion25.jpg,fw_2025,Valentino,"blue, pink, black, cream",fitted top with voluminous skirt,"lace turtleneck, pink peplum skirt with black bow, denim culottes, sunglasses","lace, silk, denim",lace floral,avant-garde contemporary
Valentino-Fall-Winter-2025-Fashion31.jpg,fw_2025,Valentino,"black, red, white","fitted, tailored blazer dress with structured shoulders","blazer dress, headband, lace tights, ruffled boots, leather handbag","wool, lace, silk, leather",lace,"gothic elegance, avant-garde, high fashion"
Valentino-Fall-Winter-2025-Fashion30.jpg,fw_2025,Valentino,"beige, pink, light blue, black",fitted top with pleated mini skirt,"long-sleeve floral blouse, pleated mini skirt, textured tights, black shoulder bag, white slide sandals","silk, tulle, lace, leather","floral print on top, textured lace on tights","contemporary high fashion, editorial runway"
Valentino-Fall-Winter-2025-Fashion27.jpg,fw_2025,Valentino,"red, black, light blue, white",fitted top with relaxed bottom,"red cardigan, black beanie, light blue jeans, platform sneakers, sunglasses, studded shoulder bag","wool, denim, canvas, knit",none,"y2k street style, bold color blocking, casual luxury"
Valentino-Fall-Winter-2025-Fashion33.jpg,fw_2025,Valentino,"electric blue, sage green, neutral beige",oversized blazer with wide-leg trousers,"oversized blazer, wide-leg trousers, green knit collar detail, hoop earrings","wool blend, linen, knit",none,contemporary minimalist with bold color blocking
Valentino-Fall-Winter-2025-Fashion23.jpg,fw_2025,Valentino,"camel, gray, black, cream, gold",Classic tailored with oversized outerwear,"fur coat, black sweater, gray trousers, collared shirt, pendant necklace, structured handbag","fur, wool, silk, knit",none,"Vintage-inspired luxury, 1970s elegance with modern sophistication"
Valentino-Fall-Winter-2025-Fashion36.jpg,fw_2025,Valentino,"gray, black, white, gold",double-breasted blazer with straight-leg trousers,"double-breasted blazer, black turtleneck, black trousers, wide-brimmed hat, white collared shirt, black bag","wool tweed, cotton, felt",none,"androgynous, luxe minimalist, contemporary tailoring"
Valentino-Fall-Winter-2025-Fashion34.jpg,fw_2025,Valentino,"gold, black, red","fitted, tailored","leopard print blazer, matching skirt, lace bodysuit, headband, platform shoes","wool blend, lace, fur trim, structured knit","leopard print, floral lace","luxury glamour, high fashion editorial"
Valentino-Fall-Winter-2025-Fashion09.jpg,fw_2025,Valentino,"black, red, white",fitted midi dress with cropped jacket,"velvet blazer, midi dress, platform sandals, headwrap, bow tie collar","velvet, silk, leather",none,"gothic glamour, high fashion, avant-garde"
Valentino-Fall-Winter-2025-Fashion35.jpg,fw_2025,Valentino,"pink, blue, red, gold, yellow, black, cream",A-line with fitted bodice and flowing skirt,"lace turtleneck top, colorful diamond pattern dress, ruffle waist detail","lace, silk, satin, tulle",harlequin diamond pattern with geometric color blocking,avant-garde couture with playful jester-inspired elements
Valentino-Fall-Winter-2025-Fashion42.webp,fw_2025,Valentino,"black, gold, red",flowing and dramatic with layered fringe,"sequined cape, sequined dress, wide-brimmed hat, sunglasses, gloves","sequin, mesh, felt",vertical stripes with sequin detailing,"glam rock, theatrical, avant-garde"
Valentino-Fall-Winter-2025-Fashion03.webp,fw_2025,Valentino,"cream, black, red, burgundy",oversized blazer with tailored proportions,"cream blazer, black trousers, patterned neckerchief, black gloves","wool, cotton, silk",polka dot on neckerchief,"contemporary luxury, modern tailoring with vintage accessories"
Valentino-Fall-Winter-2025-Fashion74.webp,fw_2025,Valentino,"cream, black, red",fitted mermaid with dramatic ruffled waist,"sleeveless top, high-waisted skirt, ruffled peplum waist detail, shoulder bow accent","crepe, silk, structured cotton blend",none,"haute couture, modern editorial, avant-garde elegance"
Valentino-Fall-Winter-2025-Fashion62.webp,fw_2025,Valentino,"black, gold, white, red",oversized athletic,"varsity sweater, white dress shirt, black trousers, checkered sneakers, sunglasses","wool blend, cotton, canvas",none,"preppy sportswear, Y2K inspired"
Valentino-Fall-Winter-2025-Fashion19.webp,fw_2025,Valentino,"beige, black, gray, purple","Long, flowing double-breasted coat with an A-line silhouette","Double-breasted coat, Turtleneck, Wide-leg trousers, Gloves","Wool, Knit, Tweed",Houndstooth check,"Modern luxury, contemporary tailoring with retro influences"
Valentino-Fall-Winter-2025-Fashion18.webp,fw_2025,Valentino,"black, red",oversized tailored suit with elongated proportions,"blazer, trousers, captain's hat, beaded necklace, dress shoes","wool, cotton blend",none,"androgynous avant-garde, high fashion, minimalist military-inspired"
Valentino-Fall-Winter-2025-Fashion63.webp,fw_2025,Valentino,"black, gold, cream, green",Oversized tailored with structured coat,"polka dot blouse, green sequined coat, black trousers, wide-brimmed hat, yellow-tinted sunglasses","cotton blend, sequined fabric, fur trim, crepe",polka dot,Avant-garde glamour with 70s-inspired disco influence
Valentino-Fall-Winter-2025-Fashion75.webp,fw_2025,Valentino,"pink, nude, black, silver",fitted bodice with flowing skirt,"embellished dress, black head covering, blue-tinted sunglasses, chain necklace","tulle, sheer mesh, sequined material",geometric beading and crystal embellishment,haute couture glamour with edgy modern twist
Valentino-Fall-Winter-2025-Fashion22.webp,fw_2025,Valentino,"black, light blue, red, pink","relaxed, oversized","black blazer, graphic t-shirt, light blue jeans, black loafers","wool, cotton, denim, leather",graphic text print on shirt,"grunge, rock, androgynous, contemporary streetwear"
Valentino-Fall-Winter-2025-Fashion43.webp,fw_2025,Valentino,"white, red, gray, black","tailored, structured, oversized","dress shirt, necktie, trousers, fur stole, belt, loafers, sunglasses","cotton, fur, wool, silk",solid,"high fashion avant-garde, editorial, contemporary luxury"
Valentino-Fall-Winter-2025-Fashion38.webp,fw_2025,Valentino,"cream, blue, black, white","relaxed, oversized, androgynous","cardigan, button-up shirt, wide-leg trousers, flat cap, tie, belt","knit, cotton, wool blend","polka dot, floral tie print","vintage-inspired, 1990s grunge, maximalist preppy"
Valentino-Fall-Winter-2025-Fashion80.webp,fw_2025,Valentino,"black, gold, red",oversized double-breasted coat with elongated proportions,"double-breasted coat, pinstriped trousers, patterned shirt, baker boy cap, statement earrings","wool, silk, cotton blend","ornate gold embroidery on shirt, pinstripe on trousers","luxury androgynous, contemporary avant-garde with baroque influences"
Valentino-Fall-Winter-2025-Fashion72.webp,fw_2025,Valentino,"peach, light blue, cream, black",fitted bodice with flowing skirt,"lace long-sleeve top, strapless dress, head wrap, sunglasses","lace, silk, chiffon","floral lace, small geometric print","haute couture, ethereal elegance, contemporary luxury"
Valentino-Fall-Winter-2025-Fashion64.webp,fw_2025,Valentino,"cream, beige, black, red",fitted bodice with voluminous tiered skirt,"long-sleeve lace top, tiered tulle skirt, black headwrap, dark sunglasses","lace, tulle, pleated chiffon",none,"haute couture, modern elegance with vintage-inspired elements"
Valentino-Fall-Winter-2025-Fashion48.webp,fw_2025,Valentino,"black, cream, pink, white","asymmetrical, draped, modern minimalist","blazer, wrap top, midi skirt, platform sandals","wool, crepe, leather",none,"contemporary avant-garde, editorial haute couture"
Valentino-Fall-Winter-2025-Fashion68.webp,fw_2025,Valentino,"navy blue, charcoal gray, black, brown","tailored, structured, androgynous","blazer, trousers, fur stole, handbag, sunglasses","wool, fur, leather",none,"luxury minimalism, sophisticated androgyny, high fashion"
Valentino-Fall-Winter-2025-Fashion44.webp,fw_2025,Valentino,"red, black, white, burgundy",fitted and tailored,"tweed jacket, black trousers, black turtleneck, black cap, sunglasses, handbag, platform boots","tweed, wool, patent leather, knit",houndstooth check,"high fashion, luxury minimalism, avant-garde"
Valentino-Fall-Winter-2025-Fashion13.webp,fw_2025,Valentino,"brown, black, cream, gold, red",straight and relaxed,"fur coat, black turtleneck, white heart graphic top, beige trousers, black sunglasses, black beanie, gold scarf, black fringe bag","fur, knit, wool, linen",heart graphic,"luxury streetwear, vintage-inspired minimalism"
Valentino-Fall-Winter-2025-Fashion05.webp,fw_2025,Valentino,"cream, blush pink, black",fitted with dramatic ruffle hem,"lace long-sleeve dress, black shoulder bag, embellished sandals","lace, silk charmeuse, metallic embellishment",textured lace,"haute couture, romantic glamour"
Valentino-Fall-Winter-2025-Fashion28.webp,fw_2025,Valentino,"champagne, beige, cream",long column dress,"long-sleeve gown, headwrap","sequin, mesh, beaded fabric",none,"avant-garde, surrealist, high fashion"
Valentino-Fall-Winter-2025-Fashion08.webp,fw_2025,Valentino,"coral/salmon, white, charcoal gray, purple","relaxed, elongated","ribbed cardigan, collared shirt, wide-leg trousers","knit, cotton, wool blend",none,contemporary minimalism with preppy elements
Valentino-Fall-Winter-2025-Fashion49.webp,fw_2025,Valentino,"black, brown, gold, red","oversized, relaxed, vintage-inspired","fur-collared coat, striped shirt, wide-leg trousers, captain's hat, sneakers","wool, fur, cotton, linen",striped,"luxury grunge, high-fashion streetwear, 90s-inspired preppy"
Valentino-Fall-Winter-2025-Fashion32.webp,fw_2025,Valentino,"pink, blue, yellow, orange, black, cream",sleeveless column gown with tiered waist detail,"sleeveless dress, lace turtleneck insert, black feather train","lace, satin, feather",harlequin diamond geometric print,avant-garde contemporary haute couture
Valentino-Fall-Winter-2025-Fashion65.webp,fw_2025,Valentino,"red, black, gold","oversized, relaxed fit","coat, trousers, handbag, hat, shoes","wool, cotton, leather, suede",leopard print,"luxury streetwear, bold statement"
Valentino-Fall-Winter-2025-Fashion24.webp,fw_2025,Valentino,"coral red, blush pink, black, gold",fitted bodice with draped skirt,"lace long-sleeve top, draped midi skirt, beaded necklace, structured handbag, platform heels","lace, silk chiffon, beaded chain, quilted leather",lace floral,"haute couture, romantic elegance with edgy modern accessories"
Valentino-Fall-Winter-2025-Fashion70.webp,fw_2025,Valentino,"blush pink, black, pale pink",asymmetrical mini dress with flowing skirt overlay,"lace bodysuit, asymmetrical skirt, black velvet bow detail","lace, silk or satin, velvet",delicate floral lace,"haute couture, romantic minimalism, avant-garde elegance"
Valentino-Fall-Winter-2025-Fashion11.webp,fw_2025,Valentino,"black, green, pale blue, red",fitted bodice with voluminous draped skirt,"lace long-sleeve top, wrap skirt with bow detail, patterned tights, chain shoulder bag, embellished sandals","lace, silk, tulle, mesh","floral lace, geometric tights pattern","avant-garde couture, gothic elegance, editorial high fashion"
Valentino-Fall-Winter-2025-Fashion85.webp,fw_2025,Valentino,"black, red, gold, multicolor, cream",fitted and structured with volume at hem,"sequin blazer, turtleneck, midi skirt, sunglasses, headwrap, boots, shoulder bag","sequin, ribbed knit, fur trim, wool, leather",floral embroidery and sequin detail,"avant-garde luxury, high fashion editorial"
Valentino-Fall-Winter-2025-Fashion84.webp,fw_2025,Valentino,"red, gray, black, cream",structured blazer with wide-leg trousers,"red blazer, gray trousers, black bow tie belt, lace turtleneck, chain bag","wool, lace, metal chain",none,"high fashion, tailored elegance, contemporary couture"
Valentino-Fall-Winter-2025-Fashion10.webp,fw_2025,Valentino,"gray, black, red","relaxed, oversized rectangular","oversized blazer, wide-leg trousers, black beanie, structured handbag, sneakers","wool tweed, cotton knit, leather",none,"minimalist luxury, contemporary streetwear"
Valentino-Fall-Winter-2025-Fashion51.webp,fw_2025,Valentino,"cream, black, red, turquoise, gold","structured, oversized blazer dress with belted waist","belted blazer dress, cat-ear hat, turtleneck collar, boots","wool, satin, knit",metallic embellishments on pockets,"avant-garde, luxury, high fashion, editorial"
Valentino-Fall-Winter-2025-Fashion26.webp,fw_2025,Valentino,"cream, beige, tan, black, red","straight leg, relaxed fit with oversized outerwear","fur coat, knit cap, sunglasses, button-up shirt, trousers, shoulder bag","fur, wool knit, cotton, leather",none,"luxury maximalist, 90s inspired, high fashion editorial"
Valentino-Fall-Winter-2025-Fashion56.webp,fw_2025,Valentino,"red, cream, black, white",cropped and fitted,"lace blouse, shorts, knee-high socks, studded shoulder bag, platform sneakers","lace, cotton, leather, canvas",floral lace,avant-garde streetwear
Valentino-Fall-Winter-2025-Fashion01.webp,fw_2025,Valentino,"blush pink, cream, white, red","minimalist, high-waisted shorts with cropped top","long-sleeve lace turtleneck, high-waisted shorts, white slides, knit headband","lace, silk, knit",rose damask floral lace,"high fashion, avant-garde, modern minimalism with romantic elements"
Valentino-Fall-Winter-2025-Fashion17.webp,fw_2025,Valentino,"cream, black, yellow",fitted bodycon dress with puffed sleeves and ruffled hip details,"short-sleeve dress, bow collar, ruffled hip panels, black handbag, yellow-tinted sunglasses, headwrap","wool, cotton blend, structured cotton",none,"avant-garde high fashion, contemporary couture, bold minimalism with playful details"
Valentino-Fall-Winter-2025-Fashion40.webp,fw_2025,Valentino,"red, white, black, navy blue","straight leg, cropped top","V-neck sweater, wide-leg trousers, beanie, sunglasses, structured handbag","knit, wool, cotton blend",chevron stripe on sweater,"contemporary high fashion, preppy sportswear"
Valentino-Fall-Winter-2025-Fashion83.webp,fw_2025,Valentino,"gray, beige, burgundy, black, red","tailored, elongated, androgynous","wool blazer, dress pants, bow tie, black gloves, sunglasses, chain bag","wool, silk, faux fur, metal chain",striped bow tie,"contemporary luxury, androgynous tailoring, modern sophistication"
Valentino-Fall-Winter-2025-Fashion37.webp,fw_2025,Valentino,"olive green, cream, black, red","relaxed, oversized blazer with straight-leg trousers","oversized blazer, straight-leg trousers, polka dot blouse, belt, platform shoes","wool, cotton, leather",polka dots,contemporary minimalist with vintage-inspired 70s elements
Valentino-Fall-Winter-2025-Fashion60.webp,fw_2025,Valentino,"cream, blue, black",minimalist crop top with high-waisted shorts,"lace turtleneck crop top, cream shorts, headband, black mary jane shoes with bow, black shoulder bag","lace, satin, velvet",floral lace,"contemporary high fashion, minimalist with romantic elements"
Valentino-Fall-Winter-2025-Fashion76.webp,fw_2025,Valentino,"black, red",oversized structured blazer with elongated silhouette,"long black blazer, black dress, headwrap, platform shoes","wool, velvet, lace",none,"avant-garde minimalist, high fashion editorial"
Valentino-Fall-Winter-2025-Fashion21.webp,fw_2025,Valentino,"black, red",fitted bodice with structured peplum waist and flowing maxi skirt,"black turtleneck hijab, sleeveless black top, peplum waist detail, black maxi skirt, sunglasses","knit, silk, chiffon",none,"modern modest fashion, minimalist elegance, contemporary couture"
Valentino-Fall-Winter-2025-Fashion20.webp,fw_2025,Valentino,"lavender, purple, black, white, red","minimal, high-waisted, cropped","lace cardigan, bandeau top, high-waisted briefs, platform sandals, headwrap","lace, silk, mesh",floral damask,"contemporary haute couture, avant-garde minimalism"
Valentino-Fall-Winter-2025-Fashion77.webp,fw_2025,Valentino,"black, red",fitted cropped top with pleated skirt,"sequined jacket, pleated skirt, lace tights, beanie, sunglasses, fur stole","sequin, wool, lace, fur, cotton blend",lace,"gothic glamour, avant-garde, high fashion editorial"
Valentino-Spring-Summer-2026-Fashion17.jpg,ss_2026,Valentino,"burgundy, cream, black, gold","tailored, straight-leg, oversized blazer","burgundy blazer, burgundy trousers, cream dress shirt, dotted tie, loafers","wool blend, cotton, silk",polka dot,"high fashion, contemporary menswear, minimalist luxury"
Valentino-Spring-Summer-2026-Fashion16.jpg,ss_2026,Valentino,"royal blue, cobalt",draped asymmetrical gown,"one-shoulder evening gown, draped wrap detail","silk charmeuse, fluid silk",none,"modern elegance, contemporary haute couture"
Valentino-Spring-Summer-2026-Fashion40.webp,ss_2026,Valentino,"caramel, black, silver",oversized double-breasted blazer with tapered trousers,"double-breasted blazer, trousers, loafers, sunglasses","wool, cotton, leather, crystal embellishment",none,"luxury contemporary menswear, modern tailoring with statement accessories"
Valentino-Spring-Summer-2026-Fashion01.webp,ss_2026,Valentino,"light blue, yellow, black","asymmetrical, flowing","ruched blouse, wide-leg trousers, shirt with tie detail","cotton blend, silk-like material",none,modern minimalist with dramatic color blocking
Valentino-Spring-Summer-2026-Fashion56.webp,ss_2026,Valentino,"black, gold, nude",fluid and draped with asymmetrical hemline,"sheer lace bodysuit, flowing black pants, draped cape/shawl, metallic clutch bag","lace, chiffon, silk, metallic mesh",lace overlay,"gothic elegance, modern luxury, editorial haute couture"
Valentino-Spring-Summer-2026-Fashion21.webp,ss_2026,Valentino,"pale pink, black, burgundy red",fitted pencil skirt with flowing sheer overlay,"sheer blouse, pleated front detail blouse, black pencil skirt, bow tie, lace-up boots","silk chiffon, cotton, wool blend, lace",none,"romantic gothic, vintage schoolgirl preppy with dark edge"
Valentino-Spring-Summer-2026-Fashion76.webp,ss_2026,Valentino,"sage green, silver, black",draped asymmetrical gown,"strapless sweetheart neckline dress, black heeled shoes","silk taffeta, metallic fabric",none,"haute couture, contemporary elegance, minimalist glamour"
Valentino-Spring-Summer-2026-Fashion60.webp,ss_2026,Valentino,"bronze, purple, green, gold",flowing and draped with color-blocking,"long-sleeve tunic top, midi skirt, sandals","pleated metallic fabric, sequined material, textured knit",none,"modern luxury, avant-garde evening wear"
Valentino-Spring-Summer-2026-Fashion37.webp,ss_2026,Valentino,"cream, white, black","A-line, tailored blazer dress","pinstriped blazer dress, feathered collar detail, clutch","wool blend, feathers",pinstripe,modern minimalist tailoring with dramatic details
Valentino-Spring-Summer-2026-Fashion36.webp,ss_2026,Valentino,"cream, blush pink, red","fitted, knee-length with defined waist","long-sleeve mesh top, lace skirt, shoulder bag, platform heels","mesh, lace, metallic embellishment",textured lace,"elegant, modern luxury with romantic undertones"
Valentino-Spring-Summer-2026-Fashion61.webp,ss_2026,Valentino,"black, gold, white, light blue","slim-fit, elongated, minimalist","black blazer, white dress shirt, black trousers, gold pendant necklace","wool, cotton, silk",none,"modern luxury, androgynous, avant-garde"
Valentino-Spring-Summer-2026-Fashion77.webp,ss_2026,Valentino,"olive green, yellow, cream, navy blue, black","oversized, relaxed, longline","floral coat, white dress shirt, black tie, navy trousers, platform shoes, handbag","wool blend, cotton, silk, leather",small scale floral print,"high fashion, contemporary, androgynous, luxury menswear"
Valentino-Spring-Summer-2026-Fashion20.webp,ss_2026,Valentino,"gold, cream, black, brown",oversized blazer with fitted trousers,"sequined blazer, black trousers, brown tie, black vest, cream dress shirt, oval sunglasses, platform loafers","sequins, wool, silk, cotton",none,"glam rock, androgynous, vintage-inspired, haute couture"
Valentino-Spring-Summer-2026-Fashion57.webp,ss_2026,Valentino,"pink, black",cowl neck midi dress with ruched sides,"long sleeve dress, black heeled shoes, black mini bag","silk, lace",none,"modern luxury, sophisticated elegance"
Valentino-Spring-Summer-2026-Fashion41.webp,ss_2026,Valentino,"gold, bronze, cream, metallic",draped column,"long-sleeve dress, clutch bag","lace, metallic lace, mesh",damask floral lace,"luxury minimalism, haute couture, elegant sophistication"
Valentino-Spring-Summer-2026-Fashion27.webp,ss_2026,Valentino,"charcoal gray, light blue, black","fitted, elongated, column silhouette","sequined bodysuit, flowing cape, choker necklace","sequin, chiffon, jersey",none,"high fashion, glamorous, evening wear, modern elegance"
Valentino-Spring-Summer-2026-Fashion70.webp,ss_2026,Valentino,"blush pink, silver, black",fitted column gown with flowing fabric,"halter neck maxi dress, sheer overlay, platform heels","tulle, silk, embellished net, suede",geometric shell or fan motif with beading,"haute couture evening wear, ethereal glamour"
Valentino-Spring-Summer-2026-Fashion66.webp,ss_2026,Valentino,"green, gold, beige, black",peplum top with asymmetrical flowing skirt,"embellished long-sleeve top, asymmetrical midi skirt, chain strap bag, lace-up boot","sequined lace, silk chiffon, leather",vertical striped sequin embellishment,"haute couture, glamorous bohemian"
Valentino-Spring-Summer-2026-Fashion31.webp,ss_2026,Valentino,"black, coral pink, silver","fitted, floor-length column with high slit","long-sleeve blazer dress, ruffled asymmetrical panel detail, slide sandals","crepe, ruffle trim, metallic accents",none,"contemporary luxury, modern elegance with dramatic detailing"
Valentino-Spring-Summer-2026-Fashion46.webp,ss_2026,Valentino,"butter yellow, black, light blue denim",oversized blazer with straight-leg jeans,"oversized blazer, black bow tie, light wash jeans, black shoulder bag","wool blend, silk, denim, leather",none,"preppy chic, modern classic, elevated casual"
Valentino-Spring-Summer-2026-Fashion11.webp,ss_2026,Valentino,"yellow, gray, black, blue",Modern minimalist with relaxed fit,"halter neck sleeveless top, tailored trousers, loafers, clutch bag","cotton blend, wool suiting, leather",none,"Contemporary high fashion, minimalist luxury"
Valentino-Spring-Summer-2026-Fashion07.webp,ss_2026,Valentino,"black, coral, purple, yellow, navy blue",fitted top with draped midi skirt,"floral blouse, velvet midi skirt, bow tie neck detail, yellow ankle boots, purple shoulder bag","silk, velvet, cotton",floral print,modern romantic with vintage-inspired elements
Valentino-Spring-Summer-2026-Fashion50.webp,ss_2026,Valentino,"beige, black, burgundy, gold",oversized blazer with fitted trousers,"oversized beige blazer, black tailored trousers, polka dot scarf, gold metallic loafers","wool, cotton, silk, metal",polka dots,"androgynous haute couture, modern luxury menswear"
Valentino-Spring-Summer-2026-Fashion51.webp,ss_2026,Valentino,"cream, magenta, black","tailored, structured, elongated","blazer, trousers","wool, crepe, structured cotton blend",none,"modern minimalist, power dressing, contemporary luxury"
Valentino-Spring-Summer-2026-Fashion06.webp,ss_2026,Valentino,"black, gold, white","tailored, elongated, structured","blazer, trousers, clutch","velvet, wool, metal",none,"luxury formal, avant-garde elegance, theatrical glamour"
Valentino-Spring-Summer-2026-Fashion10.webp,ss_2026,Valentino,"emerald green, black, gold",cropped top with high-waisted trousers,"velvet bomber jacket, black wide-leg trousers, gold chain bag, embellished loafers","velvet, wool, leather",none,"modern luxury, contemporary high fashion"
Valentino-Spring-Summer-2026-Fashion47.webp,ss_2026,Valentino,"blush pink, chocolate brown, black",fitted top with flowing wide-leg trousers,"ruched blouse with bow detail, wide-leg trousers, black slide sandals","crepe, wool suiting",none,minimalist elegance with romantic details
Valentino-Spring-Summer-2026-Fashion30.webp,ss_2026,Valentino,"magenta, burgundy, tan, gold",A-line dress with structured blazer silhouette,"long-sleeve dress coat, purple gloves, shoulder bag","jacquard, wool blend, suede",damask floral embossed,luxury minimalist with vintage-inspired tailoring
Valentino-Spring-Summer-2026-Fashion67.webp,ss_2026,Valentino,"black, gold, white, purple","androgynous, tailored masculine top with embellished shorts","double-breasted blazer, white dress shirt, polka dot tie, embellished shorts, platform shoes, striped socks","wool blend, cotton, sequin, silk, glitter","polka dots, sequin embellishment","haute couture gender-fluid, maximalist luxury, editorial avant-garde"
Valentino-Spring-Summer-2026-Fashion71.webp,ss_2026,Valentino,"beige, orange, gold, silver, blue, black",asymmetrical draped,"embellished tunic, flowing cape, black leggings, black platform boots","sequined mesh, beaded fabric, chiffon, stretchy knit",floral embroidery with sequins,"haute couture, ethereal elegance with bohemian undertones"
Valentino-Spring-Summer-2026-Fashion26.webp,ss_2026,Valentino,"red, black",fitted mini dress with ruched details,"long-sleeve mini dress, platform sandals","crepe, matte jersey",none,modern minimalist with romantic details
Valentino-Spring-Summer-2026-Fashion09.webp,ss_2026,Valentino,"pink, beige, brown, black, gold",relaxed tailored,"double-breasted blazer, shorts, dress shirt, tie, loafers, socks, shoulder bag","cotton, wool blend, leather",patterned tie,"preppy modern, smart casual luxury"
Valentino-Spring-Summer-2026-Fashion48.webp,ss_2026,Valentino,"gray, black, white",fitted and streamlined,"ruched long-sleeve top, black flared trousers, embellished clutch","cotton blend, denim or cotton twill",none,contemporary minimalist with avant-garde details
Valentino-Spring-Summer-2026-Fashion33.webp,ss_2026,Valentino,"orange, red, gray, white, black, cream","tailored, structured, straight-leg","patterned blazer, dress shirt, tie, trousers, loafers, shoulder bag","wool, cotton, leather",geometric diamond/quilted pattern,"luxury menswear, high fashion, contemporary tailoring"
Valentino-Spring-Summer-2026-Fashion64.webp,ss_2026,Valentino,"lime yellow, navy blue, taupe","drop waist, asymmetrical hem","lace top, pleated skirt, trousers, shoulder bag","lace, chiffon, wool",floral lace,modern elegant with romantic details
Valentino-Spring-Summer-2026-Fashion72.webp,ss_2026,Valentino,"lavender, gray, white",long column dress with draped elements,"long-sleeve turtleneck dress, draped maxi dress","silk, jersey, textured knit",polka dot,contemporary minimalist with elegant draping
Valentino-Spring-Summer-2026-Fashion25.webp,ss_2026,Valentino,"black, silver",off-shoulder fitted midi dress with asymmetrical hemline,"off-shoulder dress, metallic sandals","velvet, metal",none,"modern luxury, minimalist elegance, contemporary high fashion"
Valentino-Spring-Summer-2026-Fashion52.webp,ss_2026,Valentino,"white, black, red",fitted and structured,"blouse, pleated skirt, pumps","silk, crepe, leather",none,"minimalist elegant, romantic refined"
